name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Denton,2022-11-30,10,-1.1,4.1,10,-5.3,0.9,-5.2,53.4,0,0,0,,0,0,49.6,26.2,8.9,1028.8,1.2,16,92,8.1,5,10,2022-11-30T07:13:16,2022-11-30T17:21:09,0.25,Clear,Clear conditions throughout the day.,clear-day,"E7108,72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2022-12-01,10.7,-2,5.7,10.7,-4.3,4.8,-3,57.2,0,0,0,,0,0,42.5,23.8,145.5,1027.3,52.3,16,12.4,1,1,10,2022-12-01T07:14:07,2022-12-01T17:21:03,0.27,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2022-12-02,18.9,10,13.6,18.9,7,13.1,11.4,87,0,0,0,rain,0,0,47.2,27.5,173.7,1017.7,68.1,15.5,14.3,1.2,1,10,2022-12-02T07:14:58,2022-12-02T17:20:58,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2022-12-03,14.6,5.7,10,14.6,1.7,8.5,-0.5,50,0,0,0,,0,0,61.1,33.5,359.8,1028.8,26.8,15.1,53.4,4.5,4,10,2022-12-03T07:15:49,2022-12-03T17:20:56,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E7108,72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2022-12-04,13.8,7.3,10.1,13.8,4.6,9.4,1.7,57.4,0,0,0,rain,0,0,37.8,22.1,159.3,1023.3,77.3,15.7,43.9,3.7,4,10,2022-12-04T07:16:39,2022-12-04T17:20:55,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2022-12-05,26.2,11.2,18.2,26.2,11.2,18.2,14,78.8,0,0,0,rain,0,0,50,29.5,190.8,1010,43,15.2,40.9,3.5,5,10,2022-12-05T07:17:28,2022-12-05T17:20:56,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E7108,72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2022-12-06,22.3,14.4,18.1,22.3,14.4,18.1,15,82.9,0.008,100,4.17,rain,0,0,28.1,15,199.6,1012,30.7,16,25,2.3,1,10,2022-12-06T07:18:16,2022-12-06T17:20:59,0.45,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2022-12-07,15.1,12.3,13.6,15.1,12.3,13.6,13.1,97.1,2.195,100,45.83,rain,0,0,22.3,14.7,14.4,1020.2,99.5,8.2,14.1,1.1,0,10,2022-12-07T07:19:03,2022-12-07T17:21:04,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"D5204,72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2022-12-08,21.8,12.9,16.2,21.8,12.9,16.2,15,93.1,0.082,100,16.67,rain,0,0,20.5,9.3,320.5,1019.9,96.5,9.5,29.3,2.5,2,10,2022-12-08T07:19:49,2022-12-08T17:21:11,0.52,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2022-12-09,19.9,12.3,16.3,19.9,12.3,16.3,13.9,86.2,0.384,100,20.83,rain,0,0,24.1,25.6,57.2,1019.2,75.7,13.7,33.8,2.8,4,10,2022-12-09T07:20:35,2022-12-09T17:21:20,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2022-12-10,18.9,12.2,15.8,18.9,12.2,15.8,15.4,97.5,39.352,100,62.5,rain,0,0,47.9,22.1,2.9,1017.9,100,6.8,4.3,0.2,0,10,2022-12-10T07:21:20,2022-12-10T17:21:30,0.58,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2022-12-11,13.8,10,11.8,13.8,10,11.8,9.7,86.9,0.051,100,12.5,rain,0,0,20.5,16.7,352.8,1020,99.1,14.8,13,1.2,1,10,2022-12-11T07:22:03,2022-12-11T17:21:42,0.62,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2022-12-12,16.7,12.2,14.1,16.7,12.2,14.1,13.1,93.7,0.02,100,12.5,rain,0,0,45,26,129.8,1013.4,100,10.9,8,0.8,0,10,2022-12-12T07:22:46,2022-12-12T17:21:56,0.65,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2022-12-13,20,10.7,16.5,20,10.7,16.5,10.3,70.2,20.35,100,33.33,rain,0,0,90.7,33.4,186.2,1005.1,67.4,14.9,22.5,1.9,1,30,2022-12-13T07:23:27,2022-12-13T17:22:12,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E7108,D5204,72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2022-12-14,13.4,3.5,9.1,13.4,0.9,8,-0.2,53.3,0,0,0,,0,0,51.8,27.8,302.6,1010.2,31,16,60,5.1,4,10,2022-12-14T07:24:07,2022-12-14T17:22:29,0.72,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2022-12-15,11.8,0.1,5.3,11.8,-1.8,4.1,-2.8,59.2,0,0,0,,0,0,31.8,22.2,309.2,1017.1,0,16,61.1,5.3,4,10,2022-12-15T07:24:46,2022-12-15T17:22:49,0.75,Clear,Clear conditions throughout the day.,clear-day,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2022-12-16,8.9,-1.4,3.8,6.3,-3.6,1.3,-4.8,57.5,0,0,0,,0,0,35.3,25.8,341.2,1020.4,19.1,16,41.3,3.6,2,10,2022-12-16T07:25:24,2022-12-16T17:23:09,0.75,Clear,Clear conditions throughout the day.,clear-day,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2022-12-17,10.7,-2.5,3.3,10.7,-6.2,1.1,-6,54.1,0,0,0,,0,0,27.7,16.6,303.7,1022.9,0.7,16,57,4.8,4,10,2022-12-17T07:26:00,2022-12-17T17:23:32,0.81,Clear,Clear conditions throughout the day.,clear-day,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2022-12-18,13.3,-4.8,4.8,13.3,-4.8,4.1,-5.8,53.8,0,0,0,,0,0,31.7,22.4,142.9,1024.4,22.5,16,57.6,5,4,10,2022-12-18T07:26:36,2022-12-18T17:23:56,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72259453909,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2022-12-19,9.9,6.7,8.5,7.4,4.8,5.9,0.8,60.5,0,0,0,rain,0,0,37.1,25.9,144.5,1021.9,100,15.4,24.3,2,1,10,2022-12-19T07:27:09,2022-12-19T17:24:22,0.88,Overcast,Cloudy skies throughout the day.,cloudy,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2022-12-20,12.2,1.8,7.5,12.2,-1.5,5.5,3,75.2,0.003,100,4.17,rain,0,0,37.1,22.2,20.3,1028.5,51.6,15.1,53.8,4.6,4,10,2022-12-20T07:27:42,2022-12-20T17:24:50,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2022-12-21,10,-2.7,2.9,7.7,-4.9,0.9,-0.3,80.4,0,0,0,,0,0,25.9,16.5,214.9,1022.6,23.3,14.1,46.2,4,3,10,2022-12-21T07:28:13,2022-12-21T17:25:19,0.94,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2022-12-22,6.7,-12.1,-4.5,5.2,-22.8,-12.1,-8.9,71.8,0,0,0,rain,0,0,70.4,46.5,332.4,1023.6,63,13.1,23.3,2.1,1,10,2022-12-22T07:28:42,2022-12-22T17:25:50,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2022-12-23,-5,-12.1,-8.8,-7.1,-22.5,-16.3,-19.8,41.4,0,0,0,,0,0,50.4,31.5,328.7,1040.6,3.5,16,274.5,23.8,4,10,2022-12-23T07:29:10,2022-12-23T17:26:22,0,Clear,Clear conditions throughout the day.,clear-day,"E7108,72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2022-12-24,2.2,-7.1,-3.4,2.2,-11.6,-5.9,-15.1,42.5,0,0,0,,0,0,16.6,11.4,298.3,1036.1,2.7,16,267.8,22.8,4,10,2022-12-24T07:29:37,2022-12-24T17:26:55,0.05,Clear,Clear conditions throughout the day.,clear-day,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2022-12-25,10.7,-7.6,0.7,10.7,-11.2,-1,-10.6,49.2,0,0,0,,0,0,29.6,16.7,180.5,1028.3,2.1,16,68.5,5.9,4,10,2022-12-25T07:30:02,2022-12-25T17:27:30,0.08,Clear,Clear conditions throughout the day.,clear-day,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2022-12-26,15,-3.7,3.9,15,-7.3,1.3,-5.7,51.3,0,0,0,,0,0,47.8,32.8,339.9,1024,11.7,16,37.3,3.1,1,10,2022-12-26T07:30:25,2022-12-26T17:28:07,0.11,Clear,Clear conditions throughout the day.,clear-day,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2022-12-27,10.7,-7,1.5,10.7,-10,-1.4,-7,56.1,0,0,0,,0,0,38.9,24.2,156.8,1023.4,2,15.6,41,3.3,4,10,2022-12-27T07:30:47,2022-12-27T17:28:45,0.15,Clear,Clear conditions throughout the day.,clear-day,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2022-12-28,22.8,5.7,13.2,22.8,2,11.6,5,58,0,0,0,,0,0,61,42.4,170.7,1009.7,3.1,16,53.3,4.4,4,10,2022-12-28T07:31:07,2022-12-28T17:29:24,0.18,Clear,Clear conditions throughout the day.,clear-day,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2022-12-29,21.2,10.8,16.5,21.2,10.8,16.5,11.5,73.8,0,0,0,,0,0,59.2,26.1,195.7,1012.1,23.1,16,38.3,3.3,2,10,2022-12-29T07:31:25,2022-12-29T17:30:04,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2022-12-30,15.7,5.1,10.4,15.7,2.9,9.9,4.2,66.7,0,0,0,,0,0,18.4,13,341.4,1015.1,19.3,15.9,38.5,3.4,2,10,2022-12-30T07:31:42,2022-12-30T17:30:46,0.25,Clear,Clear conditions throughout the day.,clear-day,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2022-12-31,21.2,3.6,13.1,21.2,3.6,12.8,6.2,65.3,0,0,0,,0,0,44.5,33.3,176.1,1010.4,14.7,16,36.7,3.2,2,10,2022-12-31T07:31:57,2022-12-31T17:31:29,0.29,Clear,Clear conditions throughout the day.,clear-day,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-01-01,25.6,11.8,17.8,25.6,11.8,17.8,9.2,59.2,0,0,0,,0,0,33.5,24,170.2,1009.6,3.8,15.9,44,3.7,4,10,2023-01-01T07:32:10,2023-01-01T17:32:13,0.32,Clear,Clear conditions throughout the day.,clear-day,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-01-02,25,15.1,20,25,15.1,20,16.6,81.5,0,0,0,rain,0,0,57.2,40.4,176.7,1006.5,63.5,12.8,21.8,1.9,1,60,2023-01-02T07:32:22,2023-01-02T17:32:58,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-01-03,18.9,3.7,13.4,18.9,2.3,13.2,0.7,44.3,0,0,0,,0,0,40.7,25.7,265,1009.7,30.1,16,60.8,5.1,2,10,2023-01-03T07:32:32,2023-01-03T17:33:44,0.39,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-01-04,13.9,-0.9,5.5,13.9,-3.5,4.6,-0.8,66.9,0,0,0,,0,0,20.5,14.7,349.6,1017.5,1,15.8,59.2,5.1,4,10,2023-01-04T07:32:40,2023-01-04T17:34:31,0.42,Clear,Clear conditions throughout the day.,clear-day,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-01-05,16.7,-0.9,6.2,16.7,-3,5.5,-2.8,58.5,0,0,0,,0,0,16.6,11,335.6,1024.8,1.6,16,54,4.7,4,10,2023-01-05T07:32:46,2023-01-05T17:35:19,0.46,Clear,Clear conditions throughout the day.,clear-day,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-01-06,21.1,2,11.9,21.1,0.9,11.5,6.6,70.1,0,0,0,,0,0,55.3,31.5,168,1019.3,12.2,16,35,2.9,2,10,2023-01-06T07:32:50,2023-01-06T17:36:08,0.5,Clear,Clear conditions throughout the day.,clear-day,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-01-07,16.7,7.9,11.9,16.7,5.3,11.2,4.7,62.8,0,0,0,,0,0,38.9,22.5,316.3,1021.5,3,16,55.7,4.9,4,10,2023-01-07T07:32:53,2023-01-07T17:36:58,0.53,Clear,Clear conditions throughout the day.,clear-day,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-01-08,15,-0.4,7.1,15,-3.2,6,-0.6,61,0,0,0,,0,0,22.3,18.3,356.5,1025.7,3.6,16,58.4,4.9,4,10,2023-01-08T07:32:54,2023-01-08T17:37:49,0.56,Clear,Clear conditions throughout the day.,clear-day,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-01-09,20.7,-1.8,8.5,20.7,-3.2,8.2,1.7,67.1,0,0,0,,0,0,37.1,26,173.1,1021,1.9,16,55.9,4.7,5,10,2023-01-09T07:32:53,2023-01-09T17:38:40,0.59,Clear,Clear conditions throughout the day.,clear-day,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-01-10,27.9,3.6,14.6,26.7,2.3,14.1,5,59.4,0,0,0,,0,0,47.9,27.8,197,1012.7,2.1,16,64.6,5.6,5,10,2023-01-10T07:32:50,2023-01-10T17:39:33,0.63,Clear,Clear conditions throughout the day.,clear-day,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-01-11,29.3,6,18.5,27.9,6,18.1,3,40.4,0,0,0,,0,0,64.5,35,229.2,1008.2,7.5,16,71.6,6.3,5,75,2023-01-11T07:32:45,2023-01-11T17:40:26,0.66,Clear,Clear conditions throughout the day.,clear-day,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-01-12,18.4,1.4,9.5,18.4,-1.5,7.7,-1.4,48.9,0,0,0,,0,0,57.7,35.3,323,1022.8,10.6,16,138.6,12,5,10,2023-01-12T07:32:39,2023-01-12T17:41:19,0.69,Clear,Clear conditions throughout the day.,clear-day,"72259453909,1130W,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-01-13,15,-3.1,4.9,15,-6.8,3.9,-3,60.4,0,0,0,"rain,snow",0,0,22.3,13.1,347.4,1029.5,1.6,16,74.7,6.2,5,10,2023-01-13T07:32:30,2023-01-13T17:42:14,0.73,Clear,Clear conditions throughout the day.,clear-day,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-01-14,17.2,-3,7.5,17.2,-3.1,7.1,-3,53,0,0,0,rain,0,0,53.6,33.5,159.5,1022.6,1.9,16,91,7.8,4,10,2023-01-14T07:32:20,2023-01-14T17:43:08,0.75,Clear,Clear conditions throughout the day.,clear-day,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-01-15,20.6,8.8,14.8,20.6,5.4,14,8,64.9,0,0,0,rain,0,0,57.9,38.9,171.3,1010.3,3,16,41.9,3.7,2,10,2023-01-15T07:32:08,2023-01-15T17:44:04,0.79,Clear,Clear conditions throughout the day.,clear-day,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-01-16,23.9,10.2,18,23.9,10.2,18,9.1,59.5,0,0,0,rain,0,0,48.8,32,205.6,1005.9,4.3,16,53.3,4.7,3,10,2023-01-16T07:31:54,2023-01-16T17:44:59,0.83,Clear,Clear conditions throughout the day.,clear-day,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-01-17,22.9,5.2,14.6,22.9,5.2,14.5,5.6,58.5,0,0,0,rain,0,0,37.1,16.4,172.8,1006.6,3.2,16,61,5.1,3,10,2023-01-17T07:31:39,2023-01-17T17:45:55,0.86,Clear,Clear conditions throughout the day.,clear-day,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-01-18,20.7,9.5,15.9,20.7,8.5,15.9,4.7,54.1,0.965,100,4.17,rain,0,0,55.2,34.9,238,1006.4,35.7,15,37,3,4,10,2023-01-18T07:31:22,2023-01-18T17:46:52,0.9,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-01-19,15,2.5,8.7,15,-0.1,7.5,-2.9,45.7,0,0,0,,0,0,53.3,33.1,304.5,1018.1,2,16,64.7,5.6,5,10,2023-01-19T07:31:02,2023-01-19T17:47:49,0.93,Clear,Clear conditions throughout the day.,clear-day,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-01-20,15,-0.4,7.9,15,-2.3,7.7,-1.8,55.8,0,0,0,,0,0,24.1,18.4,105.8,1022.7,41.1,16,60.1,5.2,4,10,2023-01-20T07:30:42,2023-01-20T17:48:46,0.96,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-01-21,15.7,6.8,10.4,15.7,5.8,9.2,2.7,59.6,0,0,0,rain,0,0,37.1,22.2,155.5,1015.6,52,16,51.1,4.3,5,10,2023-01-21T07:30:19,2023-01-21T17:49:43,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-01-22,11.7,-2.4,5.6,11.7,-2.4,3.4,-2,60.4,0,0,0,,0,0,44.6,27.5,317.5,1016.4,24,16,67.3,5.9,5,10,2023-01-22T07:29:55,2023-01-22T17:50:41,0.03,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-01-23,11.7,-4.1,4.8,11.7,-7.4,3.6,-3.2,60.4,0,0,0,,0,0,25.9,16.6,79,1023.8,25.6,16,77.7,6.7,5,10,2023-01-23T07:29:28,2023-01-23T17:51:39,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-01-24,8.4,0.7,5,6.8,-4.5,1.4,2.1,83.5,21.924,100,75,"rain,snow",3.5,0.5,51.8,29.3,19.1,1015.7,99.1,12.6,11,0.9,0,10,2023-01-24T07:29:01,2023-01-24T17:52:37,0.1,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-01-25,6.7,-0.9,3.1,4.8,-3.5,-0.3,0.5,83.9,0,0,0,,0.5,0.4,44.3,24.1,305.5,1020,71.1,16,31.3,2.8,1,10,2023-01-25T07:28:31,2023-01-25T17:53:35,0.13,Partially cloudy,Partly cloudy throughout the day.,snow,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-01-26,11.7,-1.5,3.9,11.7,-3.9,2.2,-2,69,0,0,0,,0,0,38.9,23.8,297.6,1027.7,0.4,15.9,105.3,9.1,5,10,2023-01-26T07:28:00,2023-01-26T17:54:33,0.16,Clear,Clear conditions throughout the day.,clear-day,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-01-27,16.2,-3.6,6.9,16.2,-6.8,5.6,-1.9,57.5,0,0,0,,0,0,44.6,29.7,197.1,1023.2,1.3,16,203.5,17.5,6,10,2023-01-27T07:27:27,2023-01-27T17:55:31,0.2,Clear,Clear conditions throughout the day.,clear-day,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-01-28,20,6.8,12.8,20,3.1,11.9,8.5,76,0,0,0,rain,0,0,50.3,27.6,182.8,1015.5,55.2,16,146.2,12.6,5,10,2023-01-28T07:26:53,2023-01-28T17:56:29,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-01-29,13.4,-2.7,3.2,13.4,-9.3,-0.9,2.1,91.8,0,0,0,rain,0,0,47.9,28.6,343.9,1019.4,71.8,12.5,39.3,3.4,1,10,2023-01-29T07:26:17,2023-01-29T17:57:27,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-01-30,-2.7,-4.3,-3.3,-8.2,-11,-9.6,-4.9,88.7,4.674,100,20.83,"freezingrain,snow,ice",2.5,0.8,42.5,31.6,351.7,1026.9,100,12.8,10.4,0.9,0,10,2023-01-30T07:25:39,2023-01-30T17:58:25,0.3,"Snow, Freezing Drizzle/Freezing Rain, Ice, Overcast",Cloudy skies throughout the day with afternoon snow.,snow,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-01-31,-2.7,-4.3,-3.7,-7.4,-11.5,-9.8,-6.3,82.1,0.189,100,16.67,"freezingrain,ice",1.7,1.8,37.1,26,355.1,1028.9,84.3,15.2,15.3,1.3,1,10,2023-01-31T07:25:00,2023-01-31T17:59:23,0.33,"Freezing Drizzle/Freezing Rain, Ice, Partially cloudy",Partly cloudy throughout the day with snow in the morning and afternoon.,snow,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-02-01,-1.1,-3.2,-2.2,-1.1,-9,-6.3,-6.7,72.5,8.401,100,58.33,"rain,freezingrain,snow",1.4,1.5,22.3,18.3,355.3,1028.7,76.8,14.8,18.7,1.6,1,10,2023-02-01T07:24:19,2023-02-01T18:00:21,0.37,"Snow, Rain, Freezing Drizzle/Freezing Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-02-02,1.1,-1.1,-0.2,0.7,-5.7,-3.3,-1.7,90,5.402,100,79.17,"rain,freezingrain,snow",0.2,2.4,25.9,16.6,339.9,1027.9,87.7,12.4,29.7,2.5,2,10,2023-02-02T07:23:37,2023-02-02T18:01:18,0.4,"Snow, Rain, Freezing Drizzle/Freezing Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"72259453909,KAFW,C3518,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-02-03,11.1,-3.2,2.5,11.1,-7,0.6,-1.5,77.2,0,0,0,,0.1,0.1,14.8,14.6,354,1033.8,0.4,14.2,195.8,16.9,5,10,2023-02-03T07:22:53,2023-02-03T18:02:16,0.43,Clear,Clear conditions throughout the day.,snow,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-02-04,14.3,-2,6,14.3,-4.9,5,2.7,80.2,0,0,0,,0,0,49.6,31.7,183,1026.2,4,14.4,278.7,24,5,10,2023-02-04T07:22:08,2023-02-04T18:03:13,0.47,Clear,Clear conditions throughout the day.,clear-day,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-02-05,20,2.3,11.2,20,1.5,10.4,6.4,75.1,0,0,0,,0,0,31.3,16.8,158,1020.2,0.5,14.6,225.6,19.5,5,10,2023-02-05T07:21:21,2023-02-05T18:04:10,0.5,Clear,Clear conditions throughout the day.,clear-day,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-02-06,22.2,11.1,16.6,22.2,11.1,16.6,12.1,76.1,0,0,0,rain,0,0,57,42.5,166.7,1013.1,31.5,16,62.1,5.4,4,10,2023-02-06T07:20:33,2023-02-06T18:05:07,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-02-07,17.2,7.9,11.9,17.2,4.3,10.3,10.3,90.5,5.214,100,41.67,rain,0,0,46.4,31.5,38,1016.4,98,12.3,75,6.4,0,10,2023-02-07T07:19:44,2023-02-07T18:06:04,0.57,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-02-08,7.9,2.3,6.4,5.8,0.8,3.3,5.2,92,19.296,100,58.33,rain,0,0,46.9,33.6,311.6,1015.9,83.3,12.8,10.4,0.9,0,10,2023-02-08T07:18:53,2023-02-08T18:07:00,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
Denton,2023-02-09,15.7,-1.3,6.8,15.7,-3.3,5.8,3.3,80.6,0,0,0,,0,0,37.1,18.8,358.2,1018.8,9,13.3,103.5,9,5,10,2023-02-09T07:18:01,2023-02-09T18:07:56,0.64,Clear,Clear conditions throughout the day.,clear-day,"72259453909,C3518,KAFW,KDTO,F7015,72259003927,KDFW,72258903991"
